timestamp,open,high,low,close,volume,open_smoothed,high_smoothed,low_smoothed,close_smoothed,volume_smoothed
2024-02-06,42708.7,43399.98,42574.0,43098.95,24675.85433,42917.123999999996,43391.35799999999,42496.178,42920.324,22583.212315999997
2024-02-07,43098.96,44396.5,42788.0,44349.6,34392.59915,42920.326,43573.058,42544.42,43150.24399999999,23527.30331
2024-02-08,44349.6,45614.3,44331.1,45288.65,45439.62231,43150.248,44019.916000000005,42834.64,43605.756,30208.545776000003
2024-02-09,45288.66,48200.0,45242.12,47132.77,73503.481,43605.759999999995,45036.108,43438.664000000004,44515.734,41495.863168
2024-02-10,47132.78,48170.0,46800.0,47751.09,24802.35936,44515.740000000005,45956.156,44347.044,45524.212,40562.78323
2024-02-11,47751.08,48592.66,47557.16,48299.99,29958.80837,45524.216,46994.691999999995,45343.676,46564.42,41619.374037999994
2024-02-12,48300.0,50334.82,47710.01,49917.27,59009.96705,46564.424,48182.35600000001,46328.078,47677.954000000005,46542.847618
2024-02-13,49917.28,50368.61,48300.95,49699.59,55551.56706,47677.96000000001,49133.218,47122.047999999995,48560.14199999999,48565.236568
2024-02-14,49699.6,52043.71,49225.01,51795.17,57046.37401,48560.148,49901.96,47918.626000000004,49492.621999999996,45273.81517
2024-02-15,51795.17,52816.62,51314.0,51880.0,53816.03055,49492.626000000004,50831.284,48821.426,50318.403999999995,51076.549408
2024-02-16,51880.01,52572.08,51566.0,52124.11,37772.25318,50318.412,51627.168,49623.194,51083.228,52639.23837
2024-02-17,52124.1,52162.82,50625.0,51642.64,25674.00622,51083.232,51992.768,50206.191999999995,51428.301999999996,45972.046204
2024-02-18,51642.64,52377.0,51163.28,52137.67,21992.10363,51428.304,52394.446,50778.658,51915.91799999999,39260.153518
2024-02-19,52137.68,52488.77,51677.0,51774.73,29534.99432,51915.92,52483.458000000006,51269.056,51911.83,33757.87758
2024-02-20,51774.74,52985.0,50760.37,52258.82,49614.47318,51911.834,52517.134,51158.33,51987.594,32917.566106
2024-02-21,52258.82,52366.8,50625.0,51849.39,43079.40049,51987.596,52476.078,50970.130000000005,51932.65,33978.995568
2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,51932.651999999995,52456.67,51033.286,51861.806,35906.083472
2024-02-23,51288.42,51548.54,50521.0,50744.15,30545.79544,51861.808000000005,52290.978,50904.83,51583.102,37616.821834
2024-02-24,50744.15,51698.0,50585.0,51568.22,16560.4211,51583.102,52132.824,50686.43000000001,51541.8,35021.90719
2024-02-25,51568.21,51958.55,51279.8,51728.85,18721.63159,51541.795999999995,51927.534,50790.316000000006,51435.806,28843.338872
2024-02-26,51728.85,54910.0,50901.44,54476.47,51256.72199,51435.801999999996,52436.174,50845.60400000001,51961.222,30478.803171999996
2024-02-27,54476.48,57588.15,54450.13,57037.34,67194.98562,51961.222,53540.648,51547.474,53111.00600000001,36855.911148
2024-02-28,57037.35,64000.0,56691.85,62432.1,118763.46984,53111.007999999994,56030.94,52781.64399999999,55448.596,54499.446028
2024-02-29,62432.11,63676.35,60364.7,61130.98,78425.07603,55448.6,58426.61000000001,54737.583999999995,57361.148,66872.377014
2024-03-01,61130.99,63114.23,60777.0,62387.9,47737.93473,57361.156,60657.746,56637.024,59492.958,72675.637642
2024-03-02,62387.9,62433.19,61561.12,61987.28,25534.73659,59492.966,62162.384,58768.96,60995.119999999995,67531.240562
2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,60995.126000000004,63291.130000000005,60142.933999999994,62210.445999999996,59891.225243999994
2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,62210.45,64190.93000000001,61264.564,63373.16799999999,53105.563286000004
2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,63373.17,65255.659999999996,60992.623999999996,63891.774,63959.90434000001
2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,63891.774,66161.03400000001,61393.052,64629.002,70160.08837600001
2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,64629.002,67270.39600000001,62191.028000000006,65596.18,75665.118438
2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,65596.182,68622.02,63143.56000000001,66598.224,84718.5232004
2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,66598.22799999999,68630.44,64255.780000000006,66611.736,71726.0706764
2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,66611.742,68807.96200000001,66073.73000000001,67658.11,52867.648086400004
2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,67658.11600000001,69839.742,66922.894,68858.92199999999,52178.4422496
2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,68858.928,70843.742,67536.85800000001,69784.69,55323.174207799995
2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,69784.692,71575.79199999999,68586.988,70774.334,51002.7299688
2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,70774.33200000001,72622.972,68725.76800000001,71389.46800000001,61379.676232
2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,71389.464,73129.392,68226.818,71498.262,74365.549654
2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,71498.256,72577.992,67777.826,70142.768,70492.37518080001
2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,70142.764,71758.872,66960.262,69531.062,66684.10902060001
2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,69531.058,70820.022,66006.63999999998,68438.57800000001,67290.3828672
2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,68438.57800000001,69689.44399999999,64606.63999999999,66548.26999999999,73139.922092
2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,66548.272,68825.50200000001,63641.63999999999,66216.402,70557.232184
2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,66216.406,68464.996,63591.441999999995,66256.53,70043.337516
2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,66256.534,68014.04,63136.84199999999,65337.162,70391.36997999999
2024-03-23,63796.64,65999.0,63000.0,63990.01,26410.11409,65337.16799999999,67422.63999999998,62423.802,64613.16599999999,64535.176622
2024-03-24,63990.02,67628.69,63772.29,67209.99,31395.78015,64613.172,67323.55600000001,62867.259999999995,65667.684,50613.267678
2024-03-25,67210.0,71150.0,66385.06,69880.01,53431.14486,65667.68999999999,67933.55600000001,63989.272,66075.584,43215.379466
2024-03-26,69880.0,71561.1,69280.0,69988.0,38934.38417,66075.58799999999,68597.682,64939.469999999994,66972.93,40330.760296
2024-03-27,69987.99,71769.54,68359.18,69469.99,49119.35685,66972.93000000001,69621.666,66159.306,68107.6,39858.156024
2024-03-28,69469.99,71552.06,68903.62,70780.6,35439.03239,68107.6,70732.27799999999,67340.03,69465.71800000001,41663.939684
2024-03-29,70780.6,70916.16,69009.0,69850.54,25445.08353,69465.71599999999,71389.772,68387.372,69993.828,40473.80036
2024-03-30,69850.53,70321.1,69540.0,69582.18,13644.61142,69993.822,71223.992,69018.36,69934.262,32516.493671999993
2024-03-31,69582.17,71366.0,69562.99,71280.01,19396.34433,69934.256,71184.972,69074.95800000001,70192.664,28608.885704000004
2024-04-01,71280.0,71288.23,68062.86,69649.8,41445.32039,70192.658,71088.71,69015.694,70228.62599999999,27074.078411999995
2024-04-02,69649.81,69674.23,64550.0,65463.99,71799.82793,70228.622,70713.144,68144.97,69165.30399999999,34346.23752
2024-04-03,65463.99,66903.63,64493.07,65963.28,39887.21778,69165.3,69910.638,67241.78400000001,68387.852,37234.66437
2024-04-04,65963.27,69309.91,65064.52,68487.79,41510.48453,68387.848,69708.4,66346.688,68168.974,42807.838992
2024-04-05,68487.8,68756.67,65952.56,67820.62,37915.23073,68168.974,69186.53400000001,65624.60199999998,67477.09599999999,46511.616272
2024-04-06,67820.63,69692.0,67447.83,68896.0,20134.28919,67477.1,68867.28800000002,65501.596,67326.336,42249.410032
2024-04-07,68896.0,70326.29,68824.0,69360.39,21534.74433,67326.338,68997.7,66356.396,68105.61600000001,32196.393312
2024-04-08,69360.38,72797.99,69043.24,71620.0,45723.87624,68105.61600000001,70176.572,67266.43,69236.95999999999,33363.72500399999
2024-04-09,71620.0,71758.19,68210.0,69146.0,39293.90242,69236.962,70666.228,67895.526,69368.602,32920.408582
2024-04-10,69146.0,71172.08,67518.0,70631.08,42006.02377,69368.602,71149.31,68208.614,69930.694,33738.567189999994
2024-04-11,70631.08,71305.89,69567.21,70006.23,31917.25595,69930.69200000001,71472.08800000002,68632.49,70152.74,36095.16054199999
2024-04-12,70006.22,71227.46,65086.86,67116.52,56072.86229,70152.736,71652.322,67885.062,69703.966,43002.784133999994
2024-04-13,67116.52,67929.0,60660.57,63924.51,71395.22019,69703.964,70678.524,66208.528,68164.868,48137.052923999996
2024-04-14,63924.52,65840.0,62134.0,65661.84,61599.17818,68164.868,69494.886,64993.328,67468.036,52598.10807599999
2024-04-15,65661.85,66867.07,62274.4,63419.99,52389.53069,67468.03800000002,68633.88399999999,63944.60800000001,66025.818,54674.80946
2024-04-16,63419.99,64365.0,61600.0,63793.39,53435.29331,66025.82,67245.706,62351.166000000005,64783.25,58978.416932
2024-04-17,63793.4,64499.0,59678.16,61277.37,50610.54509,64783.25600000001,65900.014,61269.426,63615.42,57885.953492
2024-04-18,61277.38,64117.09,60803.35,63470.08,43601.60918,63615.428,65137.632000000005,61297.982,63524.534,52327.231289999996
2024-04-19,63470.09,65450.0,59600.01,63818.01,69774.30271,63524.542,65059.632000000005,60791.18400000001,63155.768000000004,53962.256195999995
2024-04-20,63818.01,65419.0,63090.07,64940.59,23137.42975,63155.774,64770.018000000004,60954.31799999999,63459.888,48111.836008
2024-04-21,64940.58,65695.56,64237.5,64941.15,19316.42152,63459.89200000001,65036.130000000005,61481.81799999999,63689.44,41288.06165
2024-04-22,64941.15,67232.35,64500.0,66819.32,31397.99371,63689.441999999995,65582.8,62446.186,64797.83,37445.551373999995
2024-04-23,66819.32,67183.01,65765.81,66414.0,22599.90004,64797.83,66195.984,63438.678,65386.614,33245.209546
2024-04-24,66414.0,67070.43,63606.06,64289.59,33595.69637,65386.61200000001,66520.06999999999,64239.888,65480.92999999999,26009.488277999997
2024-04-25,64289.58,65297.94,62794.0,64498.34,31341.46338,65480.926,66495.858,64180.674,65392.48,27650.295004000003
2024-04-26,64498.33,64820.01,63297.48,63770.01,27085.19346,65392.476,66320.74799999999,63992.67,65158.252,29204.049391999997
2024-04-27,63770.0,63923.41,62391.24,63461.98,20933.06052,65158.246,65658.95999999999,63570.91799999999,64486.784,27111.062754000002
2024-04-28,63461.98,64370.0,62781.0,63118.62,16949.20005,64486.778000000006,65096.35799999999,62973.956000000006,63827.708,25980.922755999996
2024-04-29,63118.62,64228.35,61765.53,63866.0,28150.22947,63827.702000000005,64527.942,62605.85,63742.990000000005,24891.829376
2024-04-30,63866.0,64734.0,59191.6,60672.0,54947.65535,63742.986,64415.154,61885.369999999995,62977.721999999994,29613.06777
2024-05-01,60672.01,60841.63,56552.82,58364.97,81166.46823,62977.721999999994,63619.478,60536.438,61896.714,40429.322724000005
2024-05-02,58364.97,59625.0,56911.84,59060.61,47583.81961,61896.716,62759.795999999995,59440.558,61016.44,45759.474541999996
2024-05-03,59060.6,63333.0,58811.32,62882.01,43628.40143,61016.44,62552.39599999999,58646.621999999996,60969.118,51095.314818
2024-05-04,62882.01,64540.0,62541.03,63892.04,24368.69282,60969.118,62614.726,58801.721999999994,60974.326,50339.007487999996
2024-05-05,63892.03,64646.0,62822.17,64012.0,18526.75029,60974.324,62597.126000000004,59527.835999999996,61642.326,43054.826475999995
2024-05-06,64012.0,65500.0,62700.0,63165.19,34674.91949,61642.322,63528.8,60757.272,62602.37000000001,33756.516727999995
2024-05-07,63165.18,64422.41,62261.0,62312.08,25598.79472,62602.364,64488.28200000001,61827.10400000001,63252.664000000004,29359.511749999998
2024-05-08,62312.07,63020.22,60888.0,61193.03,26121.19004,63252.65800000001,64425.726,62242.44,62914.867999999995,25858.069472000003
2024-05-09,61193.03,63429.03,60630.0,63074.01,30660.8061,62914.862,64203.53200000001,61860.234,62751.262,27116.492128
2024-05-10,63074.0,63469.13,60187.12,60799.99,36529.34025,62751.25600000001,63968.15800000001,61333.224,62108.86,30717.010120000003
2024-05-11,60799.99,61515.0,60487.09,60825.99,13374.56936,62108.85400000001,63171.15800000001,60890.64199999999,61641.02,26456.940094
2024-05-12,60825.99,61888.0,60610.0,61483.99,12753.13236,61641.016,62664.276,60560.441999999995,61475.402,23887.807622
2024-05-13,61484.0,63450.0,60749.21,62940.08,32733.41839,61475.402,62750.232,60532.683999999994,61824.812,25210.253291999998
2024-05-14,62940.09,63118.36,61142.77,61577.49,29088.72041,61824.814,62688.098,60635.238,61525.507999999994,24895.836153999997
2024-05-15,61577.49,66444.16,61319.47,66206.5,43559.74719,61525.512,63283.10400000001,60861.708,62606.81,26301.917542
2024-05-16,66206.51,66752.01,64602.77,65235.21,31106.3671,62606.816000000006,64330.50600000001,61684.844,63488.654,29848.27709
2024-05-17,65235.21,67451.2,65106.38,67024.0,26292.23409,63488.659999999996,65443.14599999999,62584.119999999995,64596.656,32556.097436
2024-05-18,67024.0,67400.01,66600.0,66915.2,14441.25774,64596.659999999996,66233.148,63754.278000000006,65391.67999999999,28897.665306000003
2024-05-19,66915.2,67700.0,65857.25,66274.01,18025.30409,65391.68199999999,67149.476,64697.174,66330.984,26684.982042
2024-05-20,66274.0,71515.56,66060.31,71446.62,50816.7011,66330.984,68163.756,65645.342,67379.008,28136.372824000002
2024-05-21,71446.62,71979.0,69162.94,70148.34,49607.4336,67379.006,69209.15400000001,66557.376,68361.63399999999,31836.586124
2024-05-22,70148.34,70666.0,68842.19,69166.62,27673.18026,68361.63200000001,69852.114,67304.538,68790.15799999998,32112.775357999995
2024-05-23,69166.62,70096.12,66312.16,67969.65,40513.17374,68790.156,70391.336,67246.97,69001.048,37327.158557999996
2024-05-24,67969.66,69250.0,66600.12,68549.99,28095.83664,69001.048,70701.336,67395.544,69456.24399999999,39341.26506799999
2024-05-25,68549.99,69610.0,68500.0,69290.57,12130.39418,69456.246,70320.224,67883.48199999999,69025.034,31604.003683999996
2024-05-26,69290.56,69562.23,68128.01,68507.67,11872.11797,69025.03400000001,69836.87,67676.496,68696.9,24056.940558
2024-05-27,68507.67,70687.56,68250.0,69436.43,23136.92737,68696.9,69841.182,67558.05799999999,68750.862,23149.68998
2024-05-28,69436.43,69591.81,67277.91,68398.39,32622.97042,68750.862,69740.31999999999,67751.20800000001,68836.61,21571.649316000003
2024-05-29,68398.4,68935.68,67124.65,67652.42,23159.83149,68836.61,69677.45599999999,67856.114,68657.09599999999,20584.448286
2024-05-30,67652.41,69500.0,67128.0,68352.17,28478.2184,68657.094,69655.45599999999,67581.714,68469.416,23854.01313
2024-05-31,68352.17,69044.1,66670.0,67540.01,26690.32184,68469.416,69551.83,67290.112,68275.884,26817.653904
2024-06-01,67540.01,67900.0,67428.44,67766.85,8837.66133,68275.88399999999,68994.318,67125.8,67941.968,23957.800696
2024-06-02,67766.84,68460.0,67257.47,67765.63,15426.32529,67941.96599999999,68767.956,67121.71199999998,67815.416,20518.471670000003
2024-06-03,67765.62,70288.0,67612.48,68809.9,29633.374,67815.41,69038.42000000001,67219.278,68046.91200000001,21813.180172
2024-06-04,68809.89,71063.45,68567.32,70537.84,29619.78489,68046.90599999999,69351.11000000002,67507.142,68484.046,22041.493469999998
2024-06-05,70537.83,71758.0,70383.66,71108.0,28703.18082,68484.038,69893.88999999998,68249.874,69197.644,22444.065266
2024-06-06,71108.0,71700.0,70117.64,70799.06,21842.00449,69197.636,70653.88999999998,68787.714,69804.086,25044.933898
2024-06-07,70799.06,71997.02,68420.0,69355.6,35598.45045,69804.08,71361.294,69020.22,70122.08,29079.35893
2024-06-08,69355.6,69582.2,69168.02,69310.46,9773.82967,70122.076,71220.13399999999,69331.32800000001,70222.192,25107.450063999997
2024-06-09,69310.46,69857.14,69130.24,69648.14,9890.56709,70222.19,70978.872,69443.912,70044.25200000001,21161.606504000003
2024-06-10,69648.15,70195.94,69172.29,69540.0,17122.66941,70044.254,70666.45999999999,69201.638,69730.652,18845.504222
2024-06-11,69540.0,69590.01,66051.0,67314.24,41436.01588,69730.65400000001,70244.46200000001,68388.31,69033.688,22764.3065
2024-06-12,67314.23,69999.0,66905.0,68263.99,37175.32356,69033.688,69844.85800000001,68085.31,68815.366,23079.681121999998
2024-06-13,68263.98,68449.3,66251.78,66773.01,29079.55571,68815.364,69618.278,67502.062,68307.876,26940.82633
2024-06-14,66773.01,67370.24,65078.0,66043.99,28408.18797,68307.874,69120.898,66691.614,67587.046,30644.350506
2024-06-15,66043.99,66478.48,65857.1,66228.25,11451.80242,67587.04199999999,68377.40599999999,66028.576,66924.696,29510.177107999996
2024-06-16,66228.25,66998.7,66034.5,66676.87,9392.52223,66924.692,67859.144,66025.276,66797.222,23101.478378
2024-06-17,66676.86,67298.81,65130.0,66504.33,27386.16851,66797.218,67319.106,65670.276,66445.29000000001,21143.647367999998
2024-06-18,66504.33,66588.23,64060.0,65175.32,42350.10244,66445.288,66946.89199999999,65231.92,66125.75200000001,23797.756714
2024-06-19,65175.32,65727.54,64666.0,64974.37,20060.79576,66125.75,66618.352,65149.52,65911.82800000001,22128.278272
2024-06-20,64974.37,66482.94,64559.15,64869.99,24265.29031,65911.826,66619.24399999999,64889.93000000001,65640.176,24690.97585
2024-06-21,64869.99,65066.66,63379.35,64143.56,25993.56442,65640.174,66232.836,64358.9,65133.514,28011.184288
2024-06-22,64143.56,64546.81,63943.82,64262.01,7308.95542,65133.514,65682.436,64121.664000000004,64685.05,23995.741670000003
2024-06-23,64262.01,64521.0,63178.32,63210.01,8224.45447,64685.05,65268.990000000005,63945.328,64291.988,17170.612076
2024-06-24,63210.01,63369.8,58402.0,60293.3,52161.35414,64291.988,64797.442,62692.528000000006,63355.774,23590.723752
2024-06-25,60293.3,62420.0,60257.06,61806.01,31189.24361,63355.774,63984.85400000001,61832.11,62742.978,24975.514412
2024-06-26,61806.01,62487.81,60712.0,60864.99,22485.66463,62742.978,63469.083999999995,61298.64,62087.264,24273.934454
2024-06-27,60864.98,62389.22,60606.63,61706.47,18344.28631,62087.262,63037.566000000006,60631.202000000005,61576.155999999995,26481.000632
2024-06-28,61706.46,62225.31,60063.0,60427.84,24821.19255,61576.152,62578.428,60008.138,61019.721999999994,29800.348248000002
